species_common_name,species_code,scientific_name
Madagascar Hoopoe,madhoo1,Upupa marginata
Madagascar Lark,madlar1,Eremopterix hova
Madagascar Magpie-Robin,mamrob1,Copsychus albospecularis
Madagascar Nightjar,madnig1,Caprimulgus madagascariensis
Madagascar Swamp Warbler,maswar1,Acrocephalus newtoni
Madagascar Wagtail,madwag1,Motacilla flaviventris
Madeira Firecrest,REGMAD,Regulus madeirensis
Magdalena Antbird,dumant3,Sipia palliata
Magdalena Tapaculo,upmtap1,Scytalopus rodriguezi
Magellanic Horned Owl,BUBMAG,Bubo magellanicus
Magellanic Oystercatcher,magoys1,Haematopus leucopodus
Magellanic Penguin,magpen1,Spheniscus magellanicus
Magellanic Snipe,GALMAG,Gallinago magellanica
Magellanic Tapaculo,SCYMAG,Scytalopus magellanicus
Magellanic Woodpecker,CAMMAG,Campephilus magellanicus
Magenta-throated Woodstar,MTWO,Philodice bryantae
Magnificent Bird-of-paradise,mbopar2,Diphyllodes magnificus
Magnificent Frigatebird,MAFR,Fregata magnificens
Magnificent Riflebird,magrif3,Ptiloris magnificus
Magnolia Warbler,MAWA,Setophaga magnolia
Magpie,PICHUD,Pica hudsonia
Magpie Goose,maggoo1,Anseranas semipalmata
Magpie-lark,maglar1,Grallina cyanoleuca
Magpie Tanager,magtan2,Cissopis leverianus
Maguari Stork,MAST,Ciconia maguari
Major's Pine Vole,MICMAJ,Microtus majori
Makalata Species,3218,Makalata 
Makira Honeyeater,sacmel1,Meliarchus sclateri
Malabar Barbet,crfbar1,Psilopogon malabaricus
Malabar Grey Hornbill,maghor2,Ocyceros griseus
Malabar Lark,mallar1,Galerida malabarica
Malabar Pied Hornbill,maphor1,Anthracoceros coronatus
Malabar Trogon,maltro1,Harpactes fasciatus
Malabar Whistling Thrush,mawthr1,Myophonus horsfieldii
Malabar Woodshrike,malwoo1,Tephrodornis sylvicola
Malachite Kingfisher,malkin1,Corythornis cristatus
Malachite Sunbird,malsun1,Nectarinia famosa
Malagasy Brush Warbler,malbrw1,Nesillas typica
Malagasy Bulbul,madbul1,Hypsipetes madagascariensis
Malagasy Coucal,madcou1,Centropus toulou
Malagasy Paradise Flycatcher,mapfly1,Terpsiphone mutata
Malagasy White-eye,malwhe,Zosterops maderaspatanus
Malayan Banded Pitta,banpit3,Hydrornis irena
Malayan Black Magpie,blkmag1,Platysmurus leucopterus
Malayan Laughingthrush,mallau1,Trochalopteron peninsulae
Malayan Night Heron,manher1,Gorsachius melanolophus
Malayan Peacock-Pheasant,mapphe1,Polyplectron malacense
Malayan Swamp Babbler,whcbab1,Pellorneum rostratum
Malaysian Blue Flycatcher,mabfly1,Cyornis turcosus
Malaysian Eared-Nightjar,LYNTEM,Lyncornis temminckii
Malaysian Hawk-Cuckoo,malhac1,Hierococcyx fugax
Malaysian Pied Fantail,piefan1,Rhipidura javanica
Malaysian Plover,CHAPRO,Charadrius peronii
Malay Tapir,TAPIND,Tapirus indicus
Malia,malia1,Malia grata
Mallard,MALL,Anas platyrhynchos
Mallard / American Black Duck,UMAB,
Mallard x American Black Duck Hybrid,ANAPLA,Anas platyrhynchos x rubripes
Manchurian Bush Warbler,manbuw1,Horornis canturians
Manchurian Hare,LEPMAN,Lepus mandshuricus
Manchurian Reed Warbler,manrew1,Acrocephalus tangorum
Mandarin Duck,MAND,Aix galericulata
Maned Duck,manduc1,Chenonetta jubata
Mangrove Blue Flycatcher,mabfly2,Cyornis rufigastra
Mangrove Cuckoo,MACU,Coccyzus minor
Mangrove Gerygone,manger1,Gerygone levigaster
Mangrove Honeyeater,GAVFAS,Gavicalis fasciogularis
Mangrove Hummingbird,MAHU,Chrysuronia boucardi
Mangrove Pitta,manpit1,Pitta megarhyncha
Mangrove Rail,MARA,Rallus longirostris
Mangrove Swallow,MANS,Tachycineta albilinea
Mangrove Vireo,MAVI,Vireo pallens
Mangrove Warbler,MANW,Setophaga petechia erithachorides
Mangrove Whistler,manwhi1,Pachycephala cinerea
Mantanani Scops Owl,masowl2,Otus mantananensis
Manu Antbird,manant1,Cercomacra manu
Manx Shearwater,MASH,Puffinus puffinus
Many-banded Aracari,mabara1,Pteroglossus pluricinctus
Many-colored Chaco Finch,mccfin1,Saltatricula multicolor
Many-colored Rush-Tyrant,TACRUB,Tachuris rubrigastra
Many-striped Canastero,mascan1,Asthenes flammulata
Manzano Mountain Cottontail,SYLCOG,Sylvilagus cognatus
Mao,mao1,Gymnomyza samoensis
Maquis Canastero,maqcan1,Asthenes heterura
Marabou Stork,LEPCRU,Leptoptilos crumenifer
Marail Guan,margua1,Penelope marail
Maranon Crescentchest,marcre1,Melanopareia maranonica
Maranon Spinetail,marspi3,Synallaxis maranonica
Maranon Thrush,marthr2,Turdus maranonicus
Marbled Frogmouth,marfro1,Podargus ocellatus
Marbled Godwit,MAGO,Limosa fedoa
Marbled Murrelet,MAMU,Brachyramphus marmoratus
Marbled Teal,MARANG,Marmaronetta angustirostris
Marbled Wood-Quail,MAWQ,Odontophorus gujanensis
Marbled Wren-Babbler,mawbab1,Turdinus marmoratus
Marble-faced Bristle Tyrant,mfbtyr1,Pogonotriccus ophthalmicus
Marcapata Spinetail,marspi4,Cranioleuca marcapatae
Margay,LEOWIE,Leopardus wiedii
Mariana Swiftlet,MASW,Aerodramus bartschi
Marico Sunbird,marsun2,Cinnyris mariquensis
Marine Otter,LONFEL,Lontra felina
Maritime Gartersnake,THASIR,Thamnophis sirtalis pallidulus
Maritime Shrew,SORMAR,Sorex maritimensis
Markham's Storm-Petrel,MASP,Hydrobates markhami
Markhor,CAPFAL,Capra falconeri
Marmosa Species,3003,
Marmosops Species,3013,
Marmota Species,3233,Marmota 
Maroon-bellied Parakeet,mabpar,Pyrrhura frontalis
Maroon-breasted Philentoma,mabphi2,Philentoma velata
Maroon-chested Ground Dove,mcgdov1,Paraclaravis mondetoura
Maroon-chested Ground-Dove,MCGD,Claravis mondetoura
Maroon-fronted Parrot,MFPA,Rhynchopsitta terrisi
Maroon Oriole,marori2,Oriolus traillii
Maroon-tailed Parakeet,matpar2,Pyrrhura melanura
Maroon Woodpecker,marwoo1,Blythipicus rubiginosus
Marshall's Iora,whtior1,Aegithina nigrolutea
Marsh Antwren,FORACU,Formicivora acutirostris
Marsh Babbler,PELPAL,Pellorneum palustre
Marsh Deer,BLADIC,Blastocerus dichotomus
Marsh Grassbird,HELPRY,Helopsaltes pryeri
Marsh Rabbit,SYLPAL,Sylvilagus palustris
Marsh Sandpiper,MASA,Tringa stagnatilis
Marsh Seedeater,marsee1,Sporophila palustris
Marsh Shrew,SORBEN,Sorex bendirii
Marsh Tapaculo,martap1,Scytalopus iraiensis
Marsh Tit,martit2,Poecile palustris
Marsh Warbler,4627,Acrocephalus palustris
Marsh Wren,MAWR,Cistothorus palustris
Marten,MARAME,Martes americana
Martens's Warbler,marwar4,Phylloscopus omeiensis
Martes Species,3706,
Martinique Oriole,MAOR,Icterus bonana
Mascarene Martin,masmar1,Phedina borbonica
Mascarene Paradise Flycatcher,mapfly2,Terpsiphone bourbonnensis
Masked Booby,MABO,Sula dactylatra
Masked Crimson Tanager,mactan1,Ramphocelus nigrogularis
Masked Duck,MADU,Nomonyx dominicus
Masked Flowerpiercer,masflo1,Diglossa cyanea
Masked Gnatcatcher,masgna1,Polioptila dumicola
Masked Lapwing,maslap1,Vanellus miles
Masked Laughingthrush,PTEPER,Pterorhinus perspicillatus
Masked Saltator,massal1,Saltator cinctus
Masked Shining Parrot,maspar2,Prosopeia personata
Masked Shrike,LANNUB,Lanius nubicus
Masked Tanager,mastan1,Stilpnia nigrocincta
Masked Tityra,MATI,Tityra semifasciata
Masked Trogon,mastro1,Trogon personatus
Masked Water Tyrant,mawtyr1,Fluvicola nengeta
Masked Woodswallow,maswoo1,Artamus personatus
Masked Yellowthroat,MAYE,Geothlypis aequinoctialis
Massoia's lutrine opossum,LUTMAS,Lutreolina massoia
Mato Grosso Antbird,magant1,Cercomacra melanaria
Maui Akepa,MAAK,Loxops ochraceus
Maui Alauahio,MAAL,Paroreomyza montana
Maui-nui Akialoa,MNAK,Akialoa lanaiensis
Maui Nukupuu,MANU,Hemignathus affinis
Maui Parrotbill,MAPA,Pseudonestor xanthophrys
Maule tucu-tucu,CTEMAU,Ctenomys maulinus
Mauritius Bulbul,maubul1,Hypsipetes olivaceus
Mauritius Fody,maufod1,Foudia rubra
Mauritius Grey White-eye,maswhe3,Zosterops mauritianus
Mauritius White-eye,ZOSCHL,Zosterops chloronothos
Maximowicz's Vole,MICMAX,Microtus maximowiczii
Maxwell's Duiker,PHIMAX,Philantomba maxwellii
Mayan Antthrush,bkfant2,Formicarius moniliger
Mayan Deer Mouse,PERMAY,Peromyscus mayensis
Mazama Species,MAZNUL,
McConnell's Flycatcher,mccfly1,Mionectes macconnelli
McConnell's Spinetail,mccspi1,Synallaxis macconnelli
McGregor's Cuckooshrike,MALMCG,Malindangia mcgregori
Mcilhenny's Four-eyed Opossum,PHIMCI,Philander mcilhennyi
McKay's Bunting,MKBU,Plectrophenax hyperboreus
Meadow Bunting,meabun1,Emberiza cioides
Meadow Jumping Mouse,ZAPHUD,Zapus hudsonius
Meadow Pipit,MEPI,Anthus pratensis
Mealy Parrot,MEAP,Amazona farinosa
Mearns's Squirrel,TAMMEA,Tamiasciurus mearnsi
Medellín Small-eared Shrew,CRYMED,Cryptotis medellinia
Mediterranean Chameleon,CHACHA,Chamaeleo chamaeleon
Mediterranean gecko,HEMTUR,Hemidactylus turcicus
Mediterranean Gull,medgul1,Ichthyaetus melanocephalus
Mediterranean Pine Vole,MICDUO,Microtus duodecimcostatus
Mediterranean Short-toed Lark,mstlar1,Alaudala rufescens
Medium Egret,MEEG,Ardea intermedia
Megaptera Species,MEGNUL,
Melanesian Flycatcher,melfly1,Myiagra caledonica
Melanesian Kingfisher,melkin1,Todiramphus tristrami
Melanesian Megapode,melscr1,Megapodius eremita
Melanesian Whistler,necwhi2,Pachycephala chlorura
Melodious Blackbird,MEBL,Dives dives
Melodious Lark,latlar1,Mirafra cheniana
Melodious Warbler,HIPPOL,Hippolais polyglotta
Melon-headed Whale,PEPELE,Peponocephala electra
Menzbier's Marmot,MARMEN,Marmota menzbieri
Mephitidae Family,4817,
Mephitis Species,MEPNUL,
Mérida Brocket,MAZBRI,Mazama bricenii
Merida Small-eared Shrew,3777,Cryptotis meridensis
Merida Tapaculo,mertap1,Scytalopus meridanus
Merlin,MERL,Falco columbarius
Merriam's Chipmunk,TAMMER,Tamias merriami
Merriam's Ground Squirrel,UROCAN,Urocitellus canus
Merriam's Kangaroo Rat,DIPMER,Dipodomys merriami
Merriam's Pocket Gopher,CRAMER,Cratogeomys merriami
Merriam's Shrew,SORMER,Sorex merriami
Merriam's Small-eared Shrew,3778,Cryptotis merriami
Mesocapromys Species,3238,Mesocapromys 
Mesoplodon Species,MESNUL,
Mesquite Mouse,PERMER,Peromyscus merriami
Metachirus Species,METNUL,
Metallic-green Tanager,megtan1,Tangara labradorides
Metallic Pigeon,metpig1,Columba vitiensis
Metallic Starling,metsta1,Aplonis metallica
Meves's Starling,megsta1,Lamprotornis mevesii
Mew Gull,MEGU,Larus canus
Mexican Agouti,DASMEX,Dasyprocta mexicana
Mexican Black Howler Monkey,ALOPIG,Alouatta pigra
Mexican Chickadee,MECH,Poecile sclateri
Mexican Cottontail,SYLCUN,Sylvilagus cunicularius
Mexican Deer Mouse,PERMEX,Peromyscus mexicanus
Mexican Duck,mexduc,Anas diazi
Mexican Flying Squirrel,GLAVOL,Glaucomys volans
Mexican Fox Squirrel,SCINAY,Sciurus nayaritensis
Mexican Gray Squirrel,MGSQ,Sciurus aureogaster
Mexican Ground Squirrel,ICTMEX,Ictidomys mexicanus
Mexican Hairy Dwarf Porcupine,COEMEX,Coendou mexicanus
Mexican Harvest Mouse,REIMEX,Reithrodontomys mexicanus
Mexican Hermit,MEHE,Phaethornis mexicanus
Mexican Jay,MEJA,Aphelocoma wollweberi
Mexican Long-nosed Bat,LEPNIV,Leptonycteris nivalis
Mexican Long-tailed Shrew,SORORE,Sorex oreopolus
Mexican Long-tongued Bat,CHOMEX,Choeronycteris mexicana
Mexican Mouse Opossum,MARMEX,Marmosa mexicana
Mexican Parrotlet,MEXP,Forpus cyanopygius
Mexican Prairie Dog,CYNMEX,Cynomys mexicanus
Mexican Sheartail,MESH,Doricha eliza
Mexican Small-eared Shrew,CRYMEX,Cryptotis mexicana
Mexican Spadefoot Toad,MEXSPA,Spea multiplicata
Mexican Spiny Pocket Mouse,HETIRR,Heteromys irroratus
Mexican Violetear,MEVI,Colibri thalassinus
Mexican Vole,MICMEX,Microtus mexicanus
Mexican Whip-poor-will,MWPW,Antrostomus arizonae
Mexican Woodnymph,MEWO,Thalurania ridgwayi
Mexican Woodrat,NEOMEX,Neotoma mexicana
Meyer's Parrot,meypar1,Poicephalus meyeri
Michoacan Deer Mouse,PERSAG,Peromyscus sagax
Michoacan Pocket Gopher,ZYGTRI,Zygogeomys trichopus
Microdipodops Species,3241,Microdipodops 
Micronesian Myzomela,micmyz1,Myzomela rubratra
Micronesian Starling,micsta1,Aplonis opaca
Microsciurus Species,3246,Microsciurus 
Microtus Species,3312,Microtus 
Middendorff's Grasshopper Warbler,MIGW,Locustella ochotensis
Middendorff's Vole,MICMID,Microtus middendorffii
Middle American Ameiva,HOLFES,Holcosus festivus
Middle American Screech-Owl,MASR,Megascops guatemalae guatamalae
Middle Spotted Woodpecker,miswoo1,Dendrocoptes medius
Midget Flowerpecker,midflo1,Dicaeum aeneum
Military Macaw,MIMA,Ara militaris
Millerbird,MILL,Acrocephalus familiaris
Minas Gerais Tyrannulet,migtyr1,Phylloscartes roquettei
Minca Spiny Rat,PROMIN,Proechimys mincae
Mindanao Hornbill,minhor1,Penelopides affinis
Mink,NEOVIS,Neovison vison
Mink Frog,MIFR,Lithobates septentrionalis
Miogryllus saussurei,MIOSAU,Miogryllus saussurei
Miombo Scrub Robin,CERBAR,Cercotrichas barbata
Mira Climbing Rat,TYLMIR,Tylomys mirae
Mirounga Species,MIRNUL,
Mishana Tyrannulet,mistyr1,Zimmerius villarejoi
Missing Data Error,UN??,
Mississippi Kite,MIKI,Ictinia mississippiensis
Mistle Thrush,MITH,Turdus viscivorus
Mistletoebird,mistle,Dicaeum hirundinaceum
Mistletoe Tyrannulet,paltyr3,Zimmerius parvus
Mitred Parakeet,MIPA,Psittacara mitratus
Mocking Cliff Chat,moccha1,Thamnolaea cinnamomeiventris
Moderate aircraft,MOAI,
Moderate Background Noise,MOBA,
Moderate continuous industrial noise,MONO,
Moderate deterrents,MODT,
Moderate rain,MORA,
Moderate traffic,MOTF,
Moderate train,MOTN,
Moderate watercraft noise,MOWT,
Moderate wind,MOWI,
Mohave Ground Squirrel,XERMOH,Xerospermophilus mohavensis
Mojave Desert Tortoise,GOPAGA,Gopherus agassizii
Mojave Rattlesnake,CROSCU,Crotalus scutulatus
Molina's Hog-nosed Skunk,CONCHI,Conepatus chinga
Moluccan Eclectus,eclpar1,Eclectus roratus
Moluccan Flycatcher,molfly1,Myiagra galeata
Moluccan Scops Owl,mosowl1,Otus magicus
Moluccan Starling,molsta1,Aplonis mysolensis
Mombasa Woodpecker,CAMMOM,Campethera mombassica
Mondolfi's Four-eyed Opossum ,2965,Philander mondolfii
Mongalla Gazelle,EUDALB,Eudorcas albonotata
Mongolian Gazelle,PROGUT,Procapra gutturosa
Mongolian Ground-Jay,PODHEN,Podoces hendersoni
Mongolian Marmot,MARSIB,Marmota sibirica
Mongolian Short-toed Lark,CALDUK,Calandrella dukhunensis
Mongolian Vole,3274,Microtus mongolicus
Monitor species,VARNUL,
Monk Parakeet,MOPA,Myiopsitta monachus
Monodelphis Species,3010,
Monodon Species,4227,
Monodontidae Family,4269,
Monotonous Lark,monlar2,Mirafra passerina
Monserrat Island Deermouse,PERCAN,Peromyscus caniceps
Montagu's Harrier,CIRPYG,Circus pygargus
Montane Foliage-gleaner,mofgle1,Anabacerthia striaticollis
Montane Nightjar,monnig1,Caprimulgus poliocephalus
Montane Vole,3275,Microtus montanus
Montane Woodcreeper,monwoo1,Lepidocolaptes lacrymiger
Monterey Ring-necked Snake,4438,Diadophis punctatus vandenburgii
Montezuma Oropendola,MORO,Psarocolius montezuma
Montezuma Quail,MONQ,Cyrtonyx montezumae
Montserrat Oriole,MORI,Icterus oberi
Moon-toothed Degu,OCTLUN,Octodon lunatus
Moose,MOOS,Alces alces
Morelet's Seedeater,MOSE,Sporophila morelleti
Morepork,morepo2,Ninox novaeseelandiae
Morgan’s Gerbil Mouse,ELIMOR,Eligmodontia morgani
Moss-backed Tanager,mobtan1,Bangsia edwardsi
Mottle-backed Elaenia,mobela1,Elaenia gigas
Mottle-cheeked Tyrannulet,moctyr2,Phylloscartes ventralis
Mottled Duck,MODU,Anas fulvigula
Mottled Flowerpecker,motflo1,Dicaeum tristrami
Mottled Owl,MOOW,Ciccaba virgata
Mottled Petrel,MOPE,Pterodroma inexpectata
Mottled Piculet,motpic1,Picumnus nebulosus
Mottled Wood Owl,mowowl1,Strix ocellata
Mouflon,OVIORI,Ovis orientalis
Mountain Anoa,BUBQUA,Bubalus quarlesi
Mountain Bamboo Partridge,mobpar1,Bambusicola fytchii
Mountain Barbet,moubar1,Psilopogon monticola
Mountain Beaver,APLRUF,Aplodontia rufa
Mountain Bluebird,MOBL,Sialia currucoides
Mountain Bulbul,moubul2,Ixos mcclellandii
Mountain Buzzard,BUTORE,Buteo oreophilus
Mountain Cacique,moucac1,Cacicus chrysonotus
Mountain Caracara,DAPMEG,Daptrius megalopterus
Mountain Caracara,DAPMEA,Phalcoboenus megalopterus
Mountain Chat,mouwhe1,Myrmecocichla monticola
Mountain Chickadee,MOCH,Poecile gambeli
Mountain Chiffchaff,mouchi2,Phylloscopus sindianus
Mountain Degu,OCTGLI,Octodontomys gliroides
Mountain Elaenia,MOEL,Elaenia frantzii
Mountain Fulvetta,mouful1,Alcippe peracensis
Mountain Gartersnake,4524,Thamnophis elegans elegans
Mountain Gazelle,GAZGAZ,Gazella gazella
Mountain Goat,MOGO,Oreamnos americanus
Mountain Gray Woodpecker,CHLSPO,Chloropicus spodocephalus
Mountain Hare,LEPTIM,Lepus timidus
Mountain Hawk-Eagle,mouhae1,Nisaetus nipalensis
Mountain Heath Dragon,RANDIE,Rankinia diemensis
Mountain Illadopsis,ILLPYR,Illadopsis pyrrhoptera
Mountain Imperial Pigeon,moipig1,Ducula badia
Mountain Leaf Warbler,mouwar2,Phylloscopus trivirgatus
Mountain Masked Apalis,blfapa1,Apalis personata
Mountain Mouse-warbler,momwar1,Origma robusta
Mountain Nyala,TRABUX,Tragelaphus buxtoni
Mountain Oriole,bltori1,Oriolus percivali
Mountain Paca,CUNTAC,Cuniculus taczanowskii
Mountain Parakeet,moupar2,Psilopsiagon aurifrons
Mountain Peltops,moupel1,Peltops montanus
Mountain Plover,MOPL,Anarhynchus montanus
Mountain Pocket Gopher,THOMON,Thomomys monticola
Mountain Quail,MOUQ,Oreortyx pictus
Mountain Reedbuck,REDFUL,Redunca fulvorufula
Mountain Scops Owl,mosowl2,Otus spilocephalus
Mountain Sooty Boubou,mosbou1,Laniarius poensis
Mountain Spiny Pocket Mouse,HETORE,Heteromys oresterus
Mountain Tailorbird,moutai2,Phyllergates cucullatus
Mountain Tapir,TAPPIN,Tapirus pinchaque
Mountain Thrush,MOTH,Turdus plebejus
Mountain Trogon,MOTR,Trogon mexicanus
Mountain Velvetbreast,mouvel1,Lafresnaya lafresnayi
Mountain Wagtail,mouwag1,Motacilla clara
Mountain Wren,mouwre1,Troglodytes solstitialis
Mountain Yellow Warbler,moywar1,Iduna similis
Mountain Zebra,EQUZEB,Equus zebra
Mount Lyell Shrew,SORLYE,Sorex lyelli
Mourning Babbler,shtbab1,Pellorneum malaccense
Mourning Collared Dove,afmdov1,Streptopelia decipiens
Mourning Dove,MODO,Zenaida macroura
Mourning / MacGillivray's Warbler,UNMM,
Mourning Sierra-Finch,RHOFRU,Rhopospina fruticeti
Mourning Warbler,MOWA,Geothlypis philadelphia
Mouse-colored Antshrike,mocant1,Thamnophilus murinus
Mouse-colored Penduline Tit,mcptit1,Anthoscopus musculus
Mouse-colored Tapaculo,moctap1,Scytalopus speluncae
Mouse-colored Thistletail,mocthi1,Asthenes griseomurina
Mouse-colored Tyrannulet,MCTY,Phaeomyias murina
"Mouse opossum, monito del monte",DROGLI,Dromiciops gliroides
Moussier's Redstart,moured1,Phoenicurus moussieri
Moustached Antpitta,mouant1,Grallaria alleni
Moustached Antwren,MOAN,Myrmotherula ignota
Moustached Babbler,moubab1,Malacopteron magnirostre
Moustached Barbet,moubar2,Psilopogon incognitus
Moustached Brushfinch,mobfin1,Atlapetes albofrenatus
Moustached Flowerpiercer,mouflo1,Diglossa mystacalis
Moustached Grass Warbler,mogwar1,Melocichla mentalis
Moustached Hawk-Cuckoo,mohcuc1,Hierococcyx vagans
Moustached Puffbird,moupuf1,Malacoptila mystacalis
Moustached Tinkerbird,moutin1,Pogoniulus leucomystax
Moustached Treeswift,moutre1,Hemiprocne mystacea
Moustached Turca,moutur1,Pteroptochos megapodius
Moustached Warbler,ACRMEL,Acrocephalus melanopogon
Moustached Wren,mouwre2,Pheugopedius genibarbis
Mrs. Gould's Sunbird,gousun1,Aethopyga gouldiae
Mt. Pirri Isthmus Rat,ISTPIR,Isthmomys pirrensis
Mugimaki Flycatcher,MUFL,Ficedula mugimaki
Muisca Antpitta,rufant7,Grallaria rufula
Muisk Vole,MICMUJ,Microtus mujanensis
Mule,MULE,Equus africanus asinus ♂ × E. ferus caballus ♀
Mule Deer,MUDE,Odocoileus hemionus
Mulga Parrot,mulpar1,Psephotellus varius
Multi-species sample clip,MULT,
Munchique Wood Wren,munwow1,Henicorhina negreti
Muntiacus Species,MUNNUL,
Muridae Family,4818,
Murphy's Petrel,MUPE,Pterodroma ultima
Murs's Wiretail,SYLDES,Sylviorthorhynchus desmursii
Muscovy Duck,MUDU,Cairina moschata
Musician Wren,muswre2,Cyphorhinus arada
Musk Duck,BIZLOB,Biziura lobata
Musk Lorikeet,muslor1,Glossopsitta concinna
Muskox,MUSKOX,Ovibos moschatus
Muskrat,MUSK,Ondatra zibethicus
Mustelidae Family,4833,
Mute Swan,MUSW,Cygnus olor
Myodes Species,3324,Clethrionomys 
Myotis species,MYOTIS,Myotis sp.
Myrtle Warbler,MYWA,Setophaga coronata coronata
Mysateles Species,3327,Mysateles 
Nacunda Nighthawk,nacnig1,Chordeiles nacunda
Naemorhedus Species,NAENUL,
Naked-eared Deer Mouse,PERGYM,Peromyscus gymnotis
Naked-faced Barbet,nafbar1,Gymnobucco calvus
Namaqua Dove,namdov1,Oena capensis
Namaqua Sandgrouse,namsan1,Pterocles namaqua
Namaqua Warbler,nampri1,Phragmacia substriata
Nanday Parakeet,NAPA,Aratinga nenday
Nanger Species,NANNUL,
Napaeozapus Species,3329,Napaeozapus 
Napo Spiny Rat,PROQUA,Proechimys quadruplicatus
Narcissus Flycatcher,NAFL,Ficedula narcissina
Narina Trogon,nartro1,Apaloderma narina
Narino Tapaculo,nartap2,Scytalopus vicinior
Narrow-billed Antwren,nabant1,Formicivora iheringi
Narrow-billed Tody,NBTO,Todus angustirostris
Narrow-billed Woodcreeper,nabwoo1,Lepidocolaptes angustirostris
Narrow-faced Kangaroo Rat,DIPVEN,Dipodomys venustus
Narrow-headed Vole,MICGRE,Microtus gregalis
Narrow-nosed Harvest Mouse,REITEN,Reithrodontomys tenuirostris
Narrow-ridged Finless Porpoise,NEOASI,Neophocaena asiaeorientalis
Narrow-skulled Pocket Mouse,CHAART,Chaetodipus artus
Narrow-winged Tree Cricket,OECNIV,Oecanthus niveus
Narwhal,MONMON,Monodon monoceros
Nasarov's Vole,MICNAS,Microtus nasarovi
Nashville Warbler,NAWA,Leiothlypis ruficapilla
Natal Red Duiker,CEPNAT,Cephalophus natalensis
Natal Red Rock Hare,PROCRA,Pronolagus crassicaudatus
Natal Spurfowl,natfra2,Pternistis natalensis
Natterer's Slaty Antshrike,natsla1,Thamnophilus stictocephalus
Nava's Wren,NAWR,Hylorchilus navai
Nayarit Deer Mouse,PERSIM,Peromyscus simulus
Nazca Booby,NABO,Sula granti
Neblina Slender Opossum,MARNEB,Marmosops neblina
Neblina Tapaculo,nebtap1,Scytalopus altirostris
Necklaced Barbet,PSIAUR,Psilopogon auricularis
Necklaced Spinetail,necspi1,Synallaxis stictothorax
Neddicky,pipcis2,Cisticola fulvicapilla
Nelicourvi Weaver,PLONEL,Ploceus nelicourvi
Nelson and Coldman's Woodrat,NELGOL,Nelsonia goldmani
Nelsonia Species,3332,Nelsonia 
Nelson's Antelope Squirrel,AMMNEL,Ammospermophilus nelsoni
Nelson's Collared Lemming,DICNEL,Dicrostonyx nelsoni
Nelson's Kangaroo Rat,DIPNEL,Dipodomys nelsoni
Nelson's Pocket Mouse,CHANEL,Chaetodipus nelsoni
Nelson's Small Eared Shrew,CRYNEL,Cryptotis nelsoni
Nelson's Sparrow,NESP,Ammospiza nelsoni
